"Sample.ID","Lifestage","Gut.Region","Stage.Gut","Sex","Genus","Abundance"
"Ileum20","larva","ileum","Larval ileum","","Niastella",0
"Ileum20","larva","ileum","Larval ileum","","Nitrolancea",6
"Ileum20","larva","ileum","Larval ileum","","Nitrosomonas",0
"Ileum20","larva","ileum","Larval ileum","","Nocardioides",9
"Ileum20","larva","ileum","Larval ileum","","Nonomuraea",0
"Ileum20","larva","ileum","Larval ileum","","Nordella",0
"Ileum20","larva","ileum","Larval ileum","","Novibacillus",4
"Ileum20","larva","ileum","Larval ileum","","Noviherbaspirillum",0
"Ileum20","larva","ileum","Larval ileum","","Novosphingobium",0
"Ileum20","larva","ileum","Larval ileum","","Ochrobactrum",0
"Ileum20","larva","ileum","Larval ileum","","Oligoflexus",0
"Ileum20","larva","ileum","Larval ileum","","Oxalobacter",0
"Ileum20","larva","ileum","Larval ileum","","Paenarthrobacter",0
"Ileum20","larva","ileum","Larval ileum","","Paenibacillus",0
"Ileum20","larva","ileum","Larval ileum","","Pajaroellobacter",0
"Ileum20","larva","ileum","Larval ileum","","Paludisphaera",0
"Ileum20","larva","ileum","Larval ileum","","Pantoea",0
"Ileum20","larva","ileum","Larval ileum","","Papillibacter",0
"Ileum20","larva","ileum","Larval ileum","","Paraclostridium",0
"Ileum20","larva","ileum","Larval ileum","","Paracoccus",0
"Ileum20","larva","ileum","Larval ileum","","Pedomicrobium",4
"Ileum20","larva","ileum","Larval ileum","","Pelolinea",0
"Ileum20","larva","ileum","Larval ileum","","Pelospora",0
"Ileum20","larva","ileum","Larval ileum","","Pelotomaculum",0
"Ileum20","larva","ileum","Larval ileum","","Phaselicystis",0
"Ileum20","larva","ileum","Larval ileum","","Phenylobacterium",0
"Ileum20","larva","ileum","Larval ileum","","Phyllobacterium",0
"Ileum20","larva","ileum","Larval ileum","","Pir4 lineage",21
"Ileum20","larva","ileum","Larval ileum","","Pirellula",0
"Ileum20","larva","ileum","Larval ileum","","Planctomicrobium",0
"Ileum20","larva","ileum","Larval ileum","","Planifilum",14
"Ileum20","larva","ileum","Larval ileum","","Promicromonospora",0
"Ileum20","larva","ileum","Larval ileum","","Propionivibrio",0
"Ileum20","larva","ileum","Larval ileum","","Proteiniphilum",0
"Ileum20","larva","ileum","Larval ileum","","Providencia",0
"Ileum20","larva","ileum","Larval ileum","","Pseudarthrobacter",3
"Ileum20","larva","ileum","Larval ileum","","Pseudoclavibacter",0
"Ileum20","larva","ileum","Larval ileum","","Pseudolabrys",12
"Ileum20","larva","ileum","Larval ileum","","Pseudomonas",0
"Ileum20","larva","ileum","Larval ileum","","Pseudonocardia",9
"Ileum20","larva","ileum","Larval ileum","","Pseudoxanthomonas",7
"Ileum20","larva","ileum","Larval ileum","","Pythium insidiosum",0
"Ileum20","larva","ileum","Larval ileum","","Quadrisphaera",0
"Ileum20","larva","ileum","Larval ileum","","Ramlibacter",0
"Ileum20","larva","ileum","Larval ileum","","Raoultibacter",0
"Ileum20","larva","ileum","Larval ileum","","RB41",0
"Ileum20","larva","ileum","Larval ileum","","Reyranella",0
"Ileum20","larva","ileum","Larval ileum","","Rhizobacter",0
"Ileum20","larva","ileum","Larval ileum","","Rhodococcus",0
"Ileum20","larva","ileum","Larval ileum","","Rhodomicrobium",0
"Ileum20","larva","ileum","Larval ileum","","Rhodopirellula",3
"Ileum20","larva","ileum","Larval ileum","","Rhodoplanes",0
"Ileum20","larva","ileum","Larval ileum","","Rhodopseudomonas",0
"Ileum20","larva","ileum","Larval ileum","","Rikenella",0
"Ileum20","larva","ileum","Larval ileum","","Robinsoniella",134
"Ileum20","larva","ileum","Larval ileum","","Romboutsia",0
"Ileum20","larva","ileum","Larval ileum","","Roseiarcus",0
"Ileum20","larva","ileum","Larval ileum","","Roseiflexus",0
"Ileum20","larva","ileum","Larval ileum","","Roseimicrobium",0
"Ileum20","larva","ileum","Larval ileum","","Rubrobacter",0
"Ileum20","larva","ileum","Larval ileum","","Ruminiclostridium 1",0
"Ileum20","larva","ileum","Larval ileum","","Ruminiclostridium 5",0
"Ileum20","larva","ileum","Larval ileum","","Ruminiclostridium 6",0
"Ileum20","larva","ileum","Larval ileum","","Ruminiclostridium 9",0
"Ileum20","larva","ileum","Larval ileum","","Ruminococcaceae NK4A214 group",0
"Ileum20","larva","ileum","Larval ileum","","Ruminococcaceae UCG-004",0
"Ileum20","larva","ileum","Larval ileum","","Ruminococcaceae UCG-009",0
"Ileum20","larva","ileum","Larval ileum","","Ruminococcaceae UCG-010",0
"Ileum20","larva","ileum","Larval ileum","","Ruminococcaceae UCG-013",0
"Ileum20","larva","ileum","Larval ileum","","Ruminococcaceae UCG-014",0
"Ileum20","larva","ileum","Larval ileum","","Ruminococcus 1",0
"Ileum20","larva","ileum","Larval ileum","","Ruminococcus 2",0
"Ileum20","larva","ileum","Larval ileum","","Saccharopolyspora",0
"Ileum20","larva","ileum","Larval ileum","","Sanguibacter",17
"Ileum20","larva","ileum","Larval ileum","","Serratia",0
"Ileum20","larva","ileum","Larval ileum","","SH-PL14",2
"Ileum20","larva","ileum","Larval ileum","","Shimazuella",0
"Ileum20","larva","ileum","Larval ileum","","Singulisphaera",6
"Ileum20","larva","ileum","Larval ileum","","Skermanella",0
"Ileum20","larva","ileum","Larval ileum","","Solirubrobacter",14
"Ileum20","larva","ileum","Larval ileum","","Solitalea",0
"Ileum20","larva","ileum","Larval ileum","","Sphaerisporangium",5
"Ileum20","larva","ileum","Larval ileum","","Sphingobacterium",0
"Ileum20","larva","ileum","Larval ileum","","Sphingobium",0
"Ileum20","larva","ileum","Larval ileum","","Sphingomonas",2
"Ileum20","larva","ileum","Larval ileum","","Spiroplasma",22
"Ileum20","larva","ileum","Larval ileum","","Sporotomaculum",0
"Ileum20","larva","ileum","Larval ileum","","Starkeya",0
"Ileum20","larva","ileum","Larval ileum","","Stenotrophobacter",0
"Ileum20","larva","ileum","Larval ileum","","Stenotrophomonas",0
"Ileum20","larva","ileum","Larval ileum","","Steroidobacter",13
"Ileum20","larva","ileum","Larval ileum","","Streptomyces",5
"Ileum20","larva","ileum","Larval ileum","","Streptosporangium",0
"Ileum20","larva","ileum","Larval ileum","","SWB02",0
"Ileum20","larva","ileum","Larval ileum","","Syntrophomonas",0
"Ileum20","larva","ileum","Larval ileum","","Syntrophorhabdus",0
"Ileum20","larva","ileum","Larval ileum","","Syntrophus",0
"Ileum20","larva","ileum","Larval ileum","","Termite planctomycete cluster",0
"Ileum20","larva","ileum","Larval ileum","","Terrimicrobium",0
"Ileum20","larva","ileum","Larval ileum","","Tetrasphaera",0
"Ileum20","larva","ileum","Larval ileum","","Thermovirga",2
"Ileum20","larva","ileum","Larval ileum","","Tumebacillus",0
"Ileum20","larva","ileum","Larval ileum","","Turicibacter",80
"Ileum20","larva","ileum","Larval ileum","","Tyzzerella",0
"Ileum20","larva","ileum","Larval ileum","","Tyzzerella 3",0
"Ileum20","larva","ileum","Larval ileum","","Tyzzerella 4",0
"Ileum20","larva","ileum","Larval ileum","","uncultured",41
"Ileum20","larva","ileum","Larval ileum","","uncultured Acidimicrobidae bacterium",0
"Ileum20","larva","ileum","Larval ileum","","uncultured actinobacterium",0
"Ileum20","larva","ileum","Larval ileum","","uncultured alpha proteobacterium",0
"Ileum20","larva","ileum","Larval ileum","","uncultured archaeon",0
"Ileum20","larva","ileum","Larval ileum","","uncultured bacterium",41
"Ileum20","larva","ileum","Larval ileum","","uncultured beta proteobacterium",0
"Ileum20","larva","ileum","Larval ileum","","uncultured Clostridiales bacterium",0
"Ileum20","larva","ileum","Larval ileum","","uncultured delta proteobacterium",0
"Ileum20","larva","ileum","Larval ileum","","uncultured Firmicutes bacterium",0
"Ileum20","larva","ileum","Larval ileum","","uncultured Planctomyces sp.",2
"Ileum20","larva","ileum","Larval ileum","","uncultured rumen bacterium",0
"Ileum20","larva","ileum","Larval ileum","","uncultured soil bacterium",0
"Ileum20","larva","ileum","Larval ileum","","uncultured Solirubrobacter sp.",0
"Ileum20","larva","ileum","Larval ileum","","uncultured subdivision 3 bacterium",0
"Ileum20","larva","ileum","Larval ileum","","Variovorax",0
"Ileum20","larva","ileum","Larval ileum","","Verrucomicrobium",2
"Ileum20","larva","ileum","Larval ileum","","Vicinamibacter",0
"Ileum20","larva","ileum","Larval ileum","","W5",0
"Ileum20","larva","ileum","Larval ileum","","Weissella",0
"Ileum20","larva","ileum","Larval ileum","","ZOR0006",86
"Ileum21","larva","ileum","Larval ileum","","[Eubacterium] coprostanoligenes group",0
"Ileum21","larva","ileum","Larval ileum","","[Eubacterium] nodatum group",0
"Ileum21","larva","ileum","Larval ileum","","1959-1",0
"Ileum21","larva","ileum","Larval ileum","","Acetobacter",0
"Ileum21","larva","ileum","Larval ileum","","Acholeplasma",0
"Ileum21","larva","ileum","Larval ileum","","Acidibacter",0
"Ileum21","larva","ileum","Larval ileum","","Acidothermus",28
"Ileum21","larva","ileum","Larval ileum","","Acinetobacter",0
"Ileum21","larva","ileum","Larval ileum","","Actinoallomurus",37
"Ileum21","larva","ileum","Larval ileum","","Actinomadura",0
"Ileum21","larva","ileum","Larval ileum","","Actinomyces",0
"Ileum21","larva","ileum","Larval ileum","","Actinomycetospora",0
"Ileum21","larva","ileum","Larval ileum","","Actinophytocola",8
"Ileum21","larva","ileum","Larval ileum","","Actinoplanes",2
"Ileum21","larva","ileum","Larval ileum","","ADurb.Bin063-1",0
"Ileum21","larva","ileum","Larval ileum","","Aeromicrobium",3
"Ileum21","larva","ileum","Larval ileum","","Agromyces",22
"Ileum21","larva","ileum","Larval ileum","","AKYG587",0
"Ileum21","larva","ileum","Larval ileum","","Alistipes",7
"Ileum21","larva","ileum","Larval ileum","","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0
"Ileum21","larva","ileum","Larval ileum","","Altererythrobacter",0
"Ileum21","larva","ileum","Larval ileum","","Amaricoccus",0
"Ileum21","larva","ileum","Larval ileum","","Aminobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Amnibacterium",0
"Ileum21","larva","ileum","Larval ileum","","Amycolatopsis",0
"Ileum21","larva","ileum","Larval ileum","","Anaerocolumna",0
"Ileum21","larva","ileum","Larval ileum","","Anaerofustis",0
"Ileum21","larva","ileum","Larval ileum","","Anaeromyxobacter",0
"Ileum21","larva","ileum","Larval ileum","","Anaeroplasma",816
"Ileum21","larva","ileum","Larval ileum","","Anaerospora",0
"Ileum21","larva","ileum","Larval ileum","","Anaerosporobacter",0
"Ileum21","larva","ileum","Larval ileum","","Anaerotruncus",171
"Ileum21","larva","ileum","Larval ileum","","Anaerovorax",0
"Ileum21","larva","ileum","Larval ileum","","Angustibacter",0
"Ileum21","larva","ileum","Larval ileum","","Aquicella",0
"Ileum21","larva","ileum","Larval ileum","","Aquisphaera",27
"Ileum21","larva","ileum","Larval ileum","","Bacillus",258
"Ileum21","larva","ileum","Larval ileum","","Bacteroides",11
"Ileum21","larva","ileum","Larval ileum","","Bauldia",0
"Ileum21","larva","ileum","Larval ileum","","Blastococcus",0
"Ileum21","larva","ileum","Larval ileum","","Blastopirellula",0
"Ileum21","larva","ileum","Larval ileum","","Bordetella",0
"Ileum21","larva","ileum","Larval ileum","","Bosea",0
"Ileum21","larva","ileum","Larval ileum","","Brachybacterium",0
"Ileum21","larva","ileum","Larval ileum","","Bradyrhizobium",68
"Ileum21","larva","ileum","Larval ileum","","Burkholderia-Caballeronia-Paraburkholderia",440
"Ileum21","larva","ileum","Larval ileum","","Butyricicoccus",36
"Ileum21","larva","ileum","Larval ileum","","Caenimonas",0
"Ileum21","larva","ileum","Larval ileum","","Candidatus Caldatribacterium",0
"Ileum21","larva","ileum","Larval ileum","","Candidatus Endomicrobium",0
"Ileum21","larva","ileum","Larval ileum","","Candidatus Koribacter",0
"Ileum21","larva","ileum","Larval ileum","","Candidatus Methanofastidiosum",0
"Ileum21","larva","ileum","Larval ileum","","Candidatus Nitrocosmicus",2
"Ileum21","larva","ileum","Larval ileum","","Candidatus Soleaferrea",254
"Ileum21","larva","ileum","Larval ileum","","Candidatus Solibacter",0
"Ileum21","larva","ileum","Larval ileum","","Candidatus Udaeobacter",0
"Ileum21","larva","ileum","Larval ileum","","Candidatus Xiphinematobacter",2
"Ileum21","larva","ileum","Larval ileum","","Carnimonas",0
"Ileum21","larva","ileum","Larval ileum","","Carnobacterium",72
"Ileum21","larva","ileum","Larval ileum","","Cellulomonas",53
"Ileum21","larva","ileum","Larval ileum","","Cellulosimicrobium",79
"Ileum21","larva","ileum","Larval ileum","","Christensenellaceae R-7 group",2
"Ileum21","larva","ileum","Larval ileum","","Chryseobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Chryseolinea",0
"Ileum21","larva","ileum","Larval ileum","","Chthoniobacter",0
"Ileum21","larva","ileum","Larval ileum","","Chthonomonas",0
"Ileum21","larva","ileum","Larval ileum","","CL500-29 marine group",0
"Ileum21","larva","ileum","Larval ileum","","Clade Ia",0
"Ileum21","larva","ileum","Larval ileum","","Cohnella",0
"Ileum21","larva","ileum","Larval ileum","","Conexibacter",1
"Ileum21","larva","ileum","Larval ileum","","Coprothermobacter",0
"Ileum21","larva","ileum","Larval ileum","","Coxiella",0
"Ileum21","larva","ileum","Larval ileum","","Curtobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Dactylosporangium",2
"Ileum21","larva","ileum","Larval ileum","","Defluviicoccus",0
"Ileum21","larva","ileum","Larval ileum","","Delftia",0
"Ileum21","larva","ileum","Larval ileum","","Demequina",0
"Ileum21","larva","ileum","Larval ileum","","Dendrosporobacter",0
"Ileum21","larva","ileum","Larval ileum","","Desulfatiferula",0
"Ileum21","larva","ileum","Larval ileum","","Desulfosporosinus",0
"Ileum21","larva","ileum","Larval ileum","","Desulfovibrio",0
"Ileum21","larva","ileum","Larval ileum","","Devosia",0
"Ileum21","larva","ileum","Larval ileum","","Dinghuibacter",0
"Ileum21","larva","ileum","Larval ileum","","Diplosphaera",0
"Ileum21","larva","ileum","Larval ileum","","Dongia",0
"Ileum21","larva","ileum","Larval ileum","","Dysgonomonas",0
"Ileum21","larva","ileum","Larval ileum","","Ellin6055",0
"Ileum21","larva","ileum","Larval ileum","","Ensifer",0
"Ileum21","larva","ileum","Larval ileum","","Enterococcus",105
"Ileum21","larva","ileum","Larval ileum","","Erysipelatoclostridium",19
"Ileum21","larva","ileum","Larval ileum","","Erysipelothrix",0
"Ileum21","larva","ileum","Larval ileum","","Erysipelotrichaceae UCG-004",0
"Ileum21","larva","ileum","Larval ileum","","Escherichia-Shigella",0
"Ileum21","larva","ileum","Larval ileum","","Exilispira",0
"Ileum21","larva","ileum","Larval ileum","","FCPS473",0
"Ileum21","larva","ileum","Larval ileum","","FFCH7168",0
"Ileum21","larva","ileum","Larval ileum","","Fimbriiglobus",6
"Ileum21","larva","ileum","Larval ileum","","Flavisolibacter",0
"Ileum21","larva","ileum","Larval ileum","","Flavobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Flexilinea",0
"Ileum21","larva","ileum","Larval ileum","","Fodinicola",0
"Ileum21","larva","ileum","Larval ileum","","Frankia",0
"Ileum21","larva","ileum","Larval ileum","","Gaiella",2
"Ileum21","larva","ileum","Larval ileum","","GCA-900066225",0
"Ileum21","larva","ileum","Larval ileum","","Gemmata",4
"Ileum21","larva","ileum","Larval ileum","","Gemmatimonas",0
"Ileum21","larva","ileum","Larval ileum","","Geobacillus",0
"Ileum21","larva","ileum","Larval ileum","","Geobacter",0
"Ileum21","larva","ileum","Larval ileum","","Geodermatophilus",0
"Ileum21","larva","ileum","Larval ileum","","Gilliamella",0
"Ileum21","larva","ileum","Larval ileum","","Gluconobacter",0
"Ileum21","larva","ileum","Larval ileum","","Glutamicibacter",0
"Ileum21","larva","ileum","Larval ileum","","Gordonia",0
"Ileum21","larva","ileum","Larval ileum","","Haliangium",0
"Ileum21","larva","ileum","Larval ileum","","Herminiimonas",0
"Ileum21","larva","ileum","Larval ileum","","Hirschia",0
"Ileum21","larva","ileum","Larval ileum","","Hydrogenispora",0
"Ileum21","larva","ileum","Larval ileum","","Hydrogenoanaerobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Hyphomicrobium",4
"Ileum21","larva","ileum","Larval ileum","","Iamia",0
"Ileum21","larva","ileum","Larval ileum","","Ilumatobacter",0
"Ileum21","larva","ileum","Larval ileum","","IMCC26207",0
"Ileum21","larva","ileum","Larval ileum","","Intestinimonas",0
"Ileum21","larva","ileum","Larval ileum","","Jatrophihabitans",0
"Ileum21","larva","ileum","Larval ileum","","JGI 0001001-H03",0
"Ileum21","larva","ileum","Larval ileum","","JGI-0000079-D21",0
"Ileum21","larva","ileum","Larval ileum","","Kaistia",0
"Ileum21","larva","ileum","Larval ileum","","Kineosporia",0
"Ileum21","larva","ileum","Larval ileum","","Kribbella",2
"Ileum21","larva","ileum","Larval ileum","","Ktedonobacter",0
"Ileum21","larva","ileum","Larval ileum","","Labrys",2
"Ileum21","larva","ileum","Larval ileum","","Laceyella",0
"Ileum21","larva","ileum","Larval ileum","","Lachnoclostridium",0
"Ileum21","larva","ileum","Larval ileum","","Lachnoclostridium 10",0
"Ileum21","larva","ileum","Larval ileum","","Lachnoclostridium 5",0
"Ileum21","larva","ileum","Larval ileum","","Lachnospiraceae UCG-010",0
"Ileum21","larva","ileum","Larval ileum","","Lactobacillus",0
"Ileum21","larva","ileum","Larval ileum","","Lactococcus",13
"Ileum21","larva","ileum","Larval ileum","","LD29",0
"Ileum21","larva","ileum","Larval ileum","","Lechevalieria",0
"Ileum21","larva","ileum","Larval ileum","","Leucobacter",0
"Ileum21","larva","ileum","Larval ileum","","Leuconostoc",0
"Ileum21","larva","ileum","Larval ileum","","Longilinea",0
"Ileum21","larva","ileum","Larval ileum","","Luedemannella",3
"Ileum21","larva","ileum","Larval ileum","","Luteitalea",0
"Ileum21","larva","ileum","Larval ileum","","Luteolibacter",0
"Ileum21","larva","ileum","Larval ileum","","Lysinibacillus",0
"Ileum21","larva","ileum","Larval ileum","","Lysobacter",0
"Ileum21","larva","ileum","Larval ileum","","Marmoricola",0
"Ileum21","larva","ileum","Larval ileum","","Massilia",0
"Ileum21","larva","ileum","Larval ileum","","Mesorhizobium",0
"Ileum21","larva","ileum","Larval ileum","","metagenome",3
"Ileum21","larva","ileum","Larval ileum","","Methanobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Methanobrevibacter",0
"Ileum21","larva","ileum","Larval ileum","","Methanolinea",0
"Ileum21","larva","ileum","Larval ileum","","Methanosaeta",0
"Ileum21","larva","ileum","Larval ileum","","Methylobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Microbacterium",0
"Ileum21","larva","ileum","Larval ileum","","Microbispora",0
"Ileum21","larva","ileum","Larval ileum","","Microvirga",0
"Ileum21","larva","ileum","Larval ileum","","mle1-7",0
"Ileum21","larva","ileum","Larval ileum","","MND1",0
"Ileum21","larva","ileum","Larval ileum","","Morganella",0
"Ileum21","larva","ileum","Larval ileum","","Mucispirillum",0
"Ileum21","larva","ileum","Larval ileum","","Mycobacterium",26
"Ileum21","larva","ileum","Larval ileum","","Nakamurella",0
"Ileum21","larva","ileum","Larval ileum","","Niastella",0
"Ileum21","larva","ileum","Larval ileum","","Nitrolancea",0
"Ileum21","larva","ileum","Larval ileum","","Nitrosomonas",0
"Ileum21","larva","ileum","Larval ileum","","Nocardioides",7
"Ileum21","larva","ileum","Larval ileum","","Nonomuraea",0
"Ileum21","larva","ileum","Larval ileum","","Nordella",0
"Ileum21","larva","ileum","Larval ileum","","Novibacillus",0
"Ileum21","larva","ileum","Larval ileum","","Noviherbaspirillum",0
"Ileum21","larva","ileum","Larval ileum","","Novosphingobium",0
"Ileum21","larva","ileum","Larval ileum","","Ochrobactrum",0
"Ileum21","larva","ileum","Larval ileum","","Oligoflexus",0
"Ileum21","larva","ileum","Larval ileum","","Oxalobacter",0
"Ileum21","larva","ileum","Larval ileum","","Paenarthrobacter",0
"Ileum21","larva","ileum","Larval ileum","","Paenibacillus",3
"Ileum21","larva","ileum","Larval ileum","","Pajaroellobacter",0
"Ileum21","larva","ileum","Larval ileum","","Paludisphaera",0
"Ileum21","larva","ileum","Larval ileum","","Pantoea",0
"Ileum21","larva","ileum","Larval ileum","","Papillibacter",0
"Ileum21","larva","ileum","Larval ileum","","Paraclostridium",0
"Ileum21","larva","ileum","Larval ileum","","Paracoccus",0
"Ileum21","larva","ileum","Larval ileum","","Pedomicrobium",0
"Ileum21","larva","ileum","Larval ileum","","Pelolinea",0
"Ileum21","larva","ileum","Larval ileum","","Pelospora",0
"Ileum21","larva","ileum","Larval ileum","","Pelotomaculum",0
"Ileum21","larva","ileum","Larval ileum","","Phaselicystis",0
"Ileum21","larva","ileum","Larval ileum","","Phenylobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Phyllobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Pir4 lineage",6
"Ileum21","larva","ileum","Larval ileum","","Pirellula",0
"Ileum21","larva","ileum","Larval ileum","","Planctomicrobium",0
"Ileum21","larva","ileum","Larval ileum","","Planifilum",0
"Ileum21","larva","ileum","Larval ileum","","Promicromonospora",0
"Ileum21","larva","ileum","Larval ileum","","Propionivibrio",0
"Ileum21","larva","ileum","Larval ileum","","Proteiniphilum",0
"Ileum21","larva","ileum","Larval ileum","","Providencia",0
"Ileum21","larva","ileum","Larval ileum","","Pseudarthrobacter",0
"Ileum21","larva","ileum","Larval ileum","","Pseudoclavibacter",0
"Ileum21","larva","ileum","Larval ileum","","Pseudolabrys",15
"Ileum21","larva","ileum","Larval ileum","","Pseudomonas",0
"Ileum21","larva","ileum","Larval ileum","","Pseudonocardia",2
"Ileum21","larva","ileum","Larval ileum","","Pseudoxanthomonas",0
"Ileum21","larva","ileum","Larval ileum","","Pythium insidiosum",0
"Ileum21","larva","ileum","Larval ileum","","Quadrisphaera",0
"Ileum21","larva","ileum","Larval ileum","","Ramlibacter",0
"Ileum21","larva","ileum","Larval ileum","","Raoultibacter",0
"Ileum21","larva","ileum","Larval ileum","","RB41",0
"Ileum21","larva","ileum","Larval ileum","","Reyranella",3
"Ileum21","larva","ileum","Larval ileum","","Rhizobacter",0
"Ileum21","larva","ileum","Larval ileum","","Rhodococcus",0
"Ileum21","larva","ileum","Larval ileum","","Rhodomicrobium",0
"Ileum21","larva","ileum","Larval ileum","","Rhodopirellula",0
"Ileum21","larva","ileum","Larval ileum","","Rhodoplanes",16
"Ileum21","larva","ileum","Larval ileum","","Rhodopseudomonas",0
"Ileum21","larva","ileum","Larval ileum","","Rikenella",0
"Ileum21","larva","ileum","Larval ileum","","Robinsoniella",0
"Ileum21","larva","ileum","Larval ileum","","Romboutsia",0
"Ileum21","larva","ileum","Larval ileum","","Roseiarcus",1
"Ileum21","larva","ileum","Larval ileum","","Roseiflexus",0
"Ileum21","larva","ileum","Larval ileum","","Roseimicrobium",0
"Ileum21","larva","ileum","Larval ileum","","Rubrobacter",0
"Ileum21","larva","ileum","Larval ileum","","Ruminiclostridium 1",0
"Ileum21","larva","ileum","Larval ileum","","Ruminiclostridium 5",0
"Ileum21","larva","ileum","Larval ileum","","Ruminiclostridium 6",0
"Ileum21","larva","ileum","Larval ileum","","Ruminiclostridium 9",0
"Ileum21","larva","ileum","Larval ileum","","Ruminococcaceae NK4A214 group",2
"Ileum21","larva","ileum","Larval ileum","","Ruminococcaceae UCG-004",0
"Ileum21","larva","ileum","Larval ileum","","Ruminococcaceae UCG-009",0
"Ileum21","larva","ileum","Larval ileum","","Ruminococcaceae UCG-010",0
"Ileum21","larva","ileum","Larval ileum","","Ruminococcaceae UCG-013",0
"Ileum21","larva","ileum","Larval ileum","","Ruminococcaceae UCG-014",26
"Ileum21","larva","ileum","Larval ileum","","Ruminococcus 1",0
"Ileum21","larva","ileum","Larval ileum","","Ruminococcus 2",0
"Ileum21","larva","ileum","Larval ileum","","Saccharopolyspora",0
"Ileum21","larva","ileum","Larval ileum","","Sanguibacter",0
"Ileum21","larva","ileum","Larval ileum","","Serratia",0
"Ileum21","larva","ileum","Larval ileum","","SH-PL14",0
"Ileum21","larva","ileum","Larval ileum","","Shimazuella",0
"Ileum21","larva","ileum","Larval ileum","","Singulisphaera",3
"Ileum21","larva","ileum","Larval ileum","","Skermanella",0
"Ileum21","larva","ileum","Larval ileum","","Solirubrobacter",17
"Ileum21","larva","ileum","Larval ileum","","Solitalea",0
"Ileum21","larva","ileum","Larval ileum","","Sphaerisporangium",0
"Ileum21","larva","ileum","Larval ileum","","Sphingobacterium",0
"Ileum21","larva","ileum","Larval ileum","","Sphingobium",0
"Ileum21","larva","ileum","Larval ileum","","Sphingomonas",0
"Ileum21","larva","ileum","Larval ileum","","Spiroplasma",0
"Ileum21","larva","ileum","Larval ileum","","Sporotomaculum",0
"Ileum21","larva","ileum","Larval ileum","","Starkeya",0
"Ileum21","larva","ileum","Larval ileum","","Stenotrophobacter",0
"Ileum21","larva","ileum","Larval ileum","","Stenotrophomonas",0
"Ileum21","larva","ileum","Larval ileum","","Steroidobacter",0
"Ileum21","larva","ileum","Larval ileum","","Streptomyces",17
"Ileum21","larva","ileum","Larval ileum","","Streptosporangium",0
"Ileum21","larva","ileum","Larval ileum","","SWB02",0
"Ileum21","larva","ileum","Larval ileum","","Syntrophomonas",0
"Ileum21","larva","ileum","Larval ileum","","Syntrophorhabdus",0
"Ileum21","larva","ileum","Larval ileum","","Syntrophus",0
"Ileum21","larva","ileum","Larval ileum","","Termite planctomycete cluster",0
"Ileum21","larva","ileum","Larval ileum","","Terrimicrobium",0
"Ileum21","larva","ileum","Larval ileum","","Tetrasphaera",0
"Ileum21","larva","ileum","Larval ileum","","Thermovirga",0
"Ileum21","larva","ileum","Larval ileum","","Tumebacillus",3
"Ileum21","larva","ileum","Larval ileum","","Turicibacter",392
"Ileum21","larva","ileum","Larval ileum","","Tyzzerella",0
"Ileum21","larva","ileum","Larval ileum","","Tyzzerella 3",9
"Ileum21","larva","ileum","Larval ileum","","Tyzzerella 4",0
"Ileum21","larva","ileum","Larval ileum","","uncultured",24
"Ileum21","larva","ileum","Larval ileum","","uncultured Acidimicrobidae bacterium",0
"Ileum21","larva","ileum","Larval ileum","","uncultured actinobacterium",7
"Ileum21","larva","ileum","Larval ileum","","uncultured alpha proteobacterium",0
"Ileum21","larva","ileum","Larval ileum","","uncultured archaeon",0
"Ileum21","larva","ileum","Larval ileum","","uncultured bacterium",57
"Ileum21","larva","ileum","Larval ileum","","uncultured beta proteobacterium",0
"Ileum21","larva","ileum","Larval ileum","","uncultured Clostridiales bacterium",0
"Ileum21","larva","ileum","Larval ileum","","uncultured delta proteobacterium",0
"Ileum21","larva","ileum","Larval ileum","","uncultured Firmicutes bacterium",0
"Ileum21","larva","ileum","Larval ileum","","uncultured Planctomyces sp.",0
"Ileum21","larva","ileum","Larval ileum","","uncultured rumen bacterium",0
"Ileum21","larva","ileum","Larval ileum","","uncultured soil bacterium",0
"Ileum21","larva","ileum","Larval ileum","","uncultured Solirubrobacter sp.",2
"Ileum21","larva","ileum","Larval ileum","","uncultured subdivision 3 bacterium",0
"Ileum21","larva","ileum","Larval ileum","","Variovorax",0
"Ileum21","larva","ileum","Larval ileum","","Verrucomicrobium",0
"Ileum21","larva","ileum","Larval ileum","","Vicinamibacter",0
"Ileum21","larva","ileum","Larval ileum","","W5",0
"Ileum21","larva","ileum","Larval ileum","","Weissella",0
"Ileum21","larva","ileum","Larval ileum","","ZOR0006",0
"Ileum3","larva","ileum","Larval ileum","","[Eubacterium] coprostanoligenes group",0
"Ileum3","larva","ileum","Larval ileum","","[Eubacterium] nodatum group",0
"Ileum3","larva","ileum","Larval ileum","","1959-1",45
"Ileum3","larva","ileum","Larval ileum","","Acetobacter",0
